Problema,Método,Máximo,Mínimo,Mediana,IQR,Media,STD,Mejor Solución
F3,HillClimbing,680.7131841784035,599.928525581426,659.4157891428655,55.42468700782263,648.1733053188738,30.5880963389628,599.928525581426
F3,SteepestAscentHillClimbing,726.1442159310832,586.2364955215137,683.3290929281361,41.65238410626068,675.2020471452678,40.63283954557959,586.2364955215137
F3,SteepestAscentHillClimbingWithReplacement,714.8723481245911,623.6712121743883,655.9817503003859,28.410457433335864,660.9498492398715,25.929893800976586,623.6712121743883
F3,RandomSearch,623.1766867886271,579.8657468219953,606.3000567508345,22.795194735338782,604.0868551556133,16.106019898769528,579.8657468219953
F3,HillClimbingWithRandomRestarts,699.8738742892426,581.7008129017585,645.4439690038723,63.53322262470988,654.0601666722912,39.59118647311382,581.7008129017585
F3,SimmulatedAnneling,686.48629997818,580.8761612546386,642.027236095818,42.38573151759715,643.7289324251587,35.48161100552394,580.8761612546386
F3,IteratedLocalSearchWithRandomRestarts,805.933438019556,673.68367448096,732.5249743546917,48.92848896521923,739.0734217040836,43.632482512516724,673.68367448096
F3,Evolutivo,321.29543856978637,159.12652393623452,219.67370844158415,30.42153190597901,233.0507960865929,48.81638704176282,159.12652393623452
F4,HillClimbing,2107.7430325132923,1395.5879023662387,1663.2023285867597,186.5960822989009,1685.5528780062225,197.5772881270609,1395.5879023662387
F4,SteepestAscentHillClimbing,2981.5925774231446,1974.8023603880167,2421.617806704187,380.984872266431,2460.8190603609864,315.9132742507281,1974.8023603880167
F4,SteepestAscentHillClimbingWithReplacement,2904.2257473257228,2246.975184041859,2561.3407108355304,246.82632674796105,2557.819790109489,204.641704604166,2246.975184041859
F4,RandomSearch,3625.370244424649,3048.18638650574,3276.216930681364,200.47256356702064,3297.7355568349712,186.36673552717102,3048.18638650574
F4,HillClimbingWithRandomRestarts,2618.536239601491,1984.526952184091,2477.5792200831074,260.5154214312297,2386.722813501709,232.0368275133742,1984.526952184091
F4,SimmulatedAnneling,1881.0886401060907,1616.1086468521282,1746.008939875845,134.73666104838594,1750.728004612974,92.04408029467174,1616.1086468521282
F4,IteratedLocalSearchWithRandomRestarts,3208.0249215369763,2217.077157700725,2669.4881528862024,373.94555866497194,2708.6867108729166,289.0883675392332,2217.077157700725
F4,Evolutivo,3216.9362613454946,1345.4026073791124,2173.7555255589727,707.4935689996505,2369.062108179084,551.0377048280161,1345.4026073791124
F5,HillClimbing,349.10217073083726,254.98616273787846,312.4620496960446,45.33564097388779,309.1586831259529,34.65209960985361,254.98616273787846
F5,SteepestAscentHillClimbing,393.3327883907167,269.31669238130354,320.95178499081794,36.60865665909819,325.166060231836,34.41170173417967,269.31669238130354
F5,SteepestAscentHillClimbingWithReplacement,415.12783076736787,220.73748577971094,319.9073285626762,39.208958141235314,321.0846867724094,55.12363836378192,220.73748577971094
F5,RandomSearch,390.903016448121,329.1294638976354,378.7701371506674,29.8886164937756,369.6442396112039,20.510052661015475,329.1294638976354
F5,HillClimbingWithRandomRestarts,386.67861461522125,276.81488673858183,341.35607207389637,25.80326675332259,343.19767270527257,29.505884308414334,276.81488673858183
F5,SimmulatedAnneling,375.050160358981,159.68693542846998,308.92408725697044,32.9864634074753,301.3051074519011,57.47441855633227,159.68693542846998
F5,IteratedLocalSearchWithRandomRestarts,482.1638738073938,363.5078709941671,418.9498364318408,40.01541721675483,424.56105322536575,36.53655373048556,363.5078709941671
F5,Evolutivo,548.6609973018745,193.28274073101943,295.2827072614963,102.23831544546718,327.40234134923514,115.53347810321024,193.28274073101943
F11,HillClimbing,1.459827333915167,1.366267071271427,1.436537562286422,0.03067985642287252,1.4281468835762312,0.032576570279343846,1.366267071271427
F11,SteepestAscentHillClimbing,1.5608802002614892,1.418895650084639,1.5150382791992132,0.04719730049588655,1.502747466213838,0.04412617728913036,1.418895650084639
F11,SteepestAscentHillClimbingWithReplacement,1.5714333072517392,1.4354876269751482,1.5069507084322489,0.040102753297934335,1.5019747464772917,0.0415630952243439,1.4354876269751482
F11,RandomSearch,1.6339456766492984,1.5435165340115276,1.5882224606644522,0.04039520231381277,1.5837670518008955,0.02932546245271527,1.5435165340115276
F11,HillClimbingWithRandomRestarts,1.5876017913174216,1.4757641871951601,1.5185227606941964,0.011940477571844577,1.520027926133901,0.027675940292411046,1.4757641871951601
F11,SimmulatedAnneling,1.456390184982458,1.3857107133879438,1.4217756473267054,0.026105864762459685,1.42031973414839,0.022133567350030265,1.3857107133879438
F11,IteratedLocalSearchWithRandomRestarts,1.7056506263215296,1.523948122975423,1.5979326889482812,0.03250281893781737,1.5973257391191453,0.04654135732261201,1.523948122975423
F11,Evolutivo,1.4412372152485031,1.1824519211980047,1.3011718771835792,0.10367505465869331,1.3077107894632276,0.08128709744637126,1.1824519211980047
