Problema,Método,Máximo,Mínimo,Mediana,IQR,Media,STD,Mejor Solución
F7,HillClimbing,-13.39851607930093,-17.498782001574718,-16.757993011694026,1.295334497108584,-16.359571699466976,1.2851111806383717,-17.498782001574718
F7,SteepestAscentHillClimbing,-18.527340667330645,-18.553576058376297,-18.546681254716475,0.006499108701916612,-18.5465997124434,0.007595523568546749,-18.553576058376297
F7,SteepestAscentHillClimbingWithReplacement,-18.538273706430463,-18.554639257063798,-18.55037362402577,0.009087227534870124,-18.548604660192332,0.00573080345102084,-18.554639257063798
F7,RandomSearch,-11.513920467310365,-17.582321949545328,-14.677780111921837,0.7577570407676912,-14.643897227486258,1.6965033607222948,-17.582321949545328
F7,HillClimbingWithRandomRestarts,-9.475551495991224,-17.673574599542064,-16.193719892667637,2.8255033665957203,-14.989038858173515,2.8904834567643487,-17.673574599542064
F7,SimmulatedAnneling,-14.225135077300326,-18.52305165831507,-17.871648073010686,1.0318518613541414,-17.165790779796303,1.5543290765232896,-18.52305165831507
F7,IteratedLocalSearchWithRandomRestarts,-10.325545144309514,-17.264693583011884,-14.681586364707297,3.2933265814658856,-14.246057545803794,2.338552107963161,-17.264693583011884
F12,HillClimbing,0.17666004110476924,-0.23074331035448592,-0.19481489381707007,0.06721302495382528,-0.14325535837635933,0.13051884047537313,-0.23074331035448592
F12,SteepestAscentHillClimbing,-0.22987341633074998,-0.2309804027331951,-0.23093557985420177,0.000130981545382991,-0.23080988398638258,0.00033547446164624634,-0.2309804027331951
F12,SteepestAscentHillClimbingWithReplacement,-0.23024335354182968,-0.23095476775298696,-0.23088813111203893,0.00027112398409587235,-0.23077656754460815,0.00024312270070211842,-0.23095476775298696
F12,RandomSearch,-0.0135634382479638,-0.19693918388969622,-0.13417849241798585,0.10247157973008028,-0.12390062291458462,0.06483043345717714,-0.19693918388969622
F12,HillClimbingWithRandomRestarts,0.1228851553704205,-0.15824659081478898,-0.013786435821409065,0.19864935839860065,-0.012943625120185293,0.11068675055276163,-0.15824659081478898
F12,SimmulatedAnneling,0.33016120296155305,-0.22553861833576327,-0.027006072131184833,0.32470147448448006,0.0251318573541561,0.202519798335374,-0.22553861833576327
F12,IteratedLocalSearchWithRandomRestarts,0.32640271201026183,-0.186518473684543,0.07500432011198116,0.2937409852057288,0.05973705511122781,0.1806791842965362,-0.186518473684543
F13,HillClimbing,1.5300189014145642,-0.16376703143182014,0.07011349435816161,0.3767986518581899,0.24259486215829748,0.5073775860829035,-0.16376703143182014
F13,SteepestAscentHillClimbing,-0.21473872276188438,-0.24326334257271798,-0.22182172380519227,0.014995750618633175,-0.22621508653752587,0.01032708510794102,-0.24326334257271798
F13,SteepestAscentHillClimbingWithReplacement,-0.16441278593900266,-0.24699543560773218,-0.23138377484054523,0.027632265765880182,-0.22254957225937103,0.026205036448443887,-0.24699543560773218
F13,RandomSearch,1.0293533971948914,0.005494608203427287,0.6356746392119559,0.2796517185614934,0.5903165976864486,0.30730270283109606,0.005494608203427287
F13,HillClimbingWithRandomRestarts,1.274577218301645,-0.15650755206065148,0.05236732186895893,0.17416655932032662,0.19136589747666602,0.4474101836005452,-0.15650755206065148
F13,SimmulatedAnneling,0.6825041357287172,-0.15952376829086556,-0.05613808564099959,0.2363273551909523,0.056462695056913495,0.28108882638040117,-0.15952376829086556
F13,IteratedLocalSearchWithRandomRestarts,1.0870091257205678,-0.006616712148507231,0.3492131071294549,0.74017228784501,0.4421157387563121,0.4516691610658306,-0.006616712148507231
