Problema,Método,Máximo,Mínimo,Mediana,IQR,Media,STD,Mejor Solución
F3,HillClimbing,861.1732129933309,703.3552678074175,782.1831240104573,53.26074300394771,783.1126681111139,47.85812815752523,703.3552678074175
F3,SteepestAscentHillClimbing,657.6556748473238,578.739646288771,632.7740385710481,45.020291575981105,622.3945824423229,28.92373129884764,578.739646288771
F3,SteepestAscentHillClimbingWithReplacement,773.7547052823525,654.521301322594,699.0414433368235,44.62873616061438,706.7202943542027,35.832264716075066,654.521301322594
F3,RandomSearch,681.1522972278896,597.5048252828307,627.7812389807453,48.26507662446318,633.1516025449348,31.695181018365826,597.5048252828307
F3,HillClimbingWithRandomRestarts,778.269547701744,653.0019267419183,737.5968144430726,54.98824367874067,725.8024360281271,43.297242971113405,653.0019267419183
F3,SimmulatedAnneling,878.4690259481315,768.3837040070993,804.3833331746018,56.09027258185779,809.2246144317339,38.399194736246116,768.3837040070993
F3,IteratedLocalSearchWithRandomRestarts,868.8871422173999,701.8866112181885,792.8560290763643,73.81058478363536,792.465455336852,51.26648373439535,701.8866112181885
F4,HillClimbing,4187.658162427921,2964.3983022486977,3310.1787165719384,352.2885169080573,3376.5844703622547,367.12956252752906,2964.3983022486977
F4,SteepestAscentHillClimbing,1897.1129321128988,1351.7600908578152,1552.0370467294406,214.88473225222174,1576.8883062220993,162.19075352956213,1351.7600908578152
F4,SteepestAscentHillClimbingWithReplacement,2406.398928993151,1869.5475961334644,2111.6135539380693,199.42927320727972,2117.9950519219556,159.55868621698107,1869.5475961334644
F4,RandomSearch,3991.503928443672,3301.4203480784545,3700.566802038733,261.15289430819985,3718.817394687132,225.62514968482319,3301.4203480784545
F4,HillClimbingWithRandomRestarts,4595.318448861671,3162.0102320368583,4086.9434318326003,443.78554276304203,4140.209920205763,420.03673583200833,3162.0102320368583
F4,SimmulatedAnneling,4125.493101168864,2786.021349255551,3230.557149150553,665.2160812787615,3317.444322752775,437.900788861011,2786.021349255551
F4,IteratedLocalSearchWithRandomRestarts,5253.388759779996,3922.3024366834074,4667.103416211002,497.3548554618692,4611.289304167359,441.92528799580344,3922.3024366834074
F5,HillClimbing,527.3464266354788,388.0976977832748,438.1601080672839,57.8269455248564,448.9433076676761,45.659430000042136,388.0976977832748
F5,SteepestAscentHillClimbing,318.2957405073717,198.09811361021156,283.94725104130276,40.03475333079854,276.84109834424976,35.38340511766192,198.09811361021156
F5,SteepestAscentHillClimbingWithReplacement,403.08874347017183,314.31784618585465,343.62967281861404,44.27625679307613,347.106364963127,30.820581056657556,314.31784618585465
F5,RandomSearch,484.48756491227357,258.74469253217654,416.645932339756,61.492836573328475,407.90626281147905,63.15867232981104,258.74469253217654
F5,HillClimbingWithRandomRestarts,526.7976147685383,374.1847455568933,480.5797847249407,57.79924933883183,465.9949263711427,53.17333605397197,374.1847455568933
F5,SimmulatedAnneling,528.4578469151044,379.75346069718285,436.0131926782983,75.59356230642891,440.28168202897797,51.06856631317368,379.75346069718285
F5,IteratedLocalSearchWithRandomRestarts,632.8568783081441,474.5601922010313,497.41104949752054,31.915387123750804,508.88529680963404,46.64292373825835,474.5601922010313
F11,HillClimbing,1.7615568407648166,1.5167919670952668,1.641835893644993,0.0469590771273527,1.635940234561565,0.0655345444883755,1.5167919670952668
F11,SteepestAscentHillClimbing,1.4520115692550488,1.3166290591341219,1.3995150193781525,0.048218998601900376,1.3996671273146164,0.0404918418279639,1.3166290591341219
F11,SteepestAscentHillClimbingWithReplacement,1.5323359702755182,1.4390134479214853,1.5047642763158229,0.02336184062921176,1.5018471895159182,0.02633317603652672,1.4390134479214853
F11,RandomSearch,1.7272302806103104,1.5790214533173685,1.660186993147936,0.02620269321606683,1.6584536752173382,0.03785111055311146,1.5790214533173685
F11,HillClimbingWithRandomRestarts,1.748844662095382,1.645080237226535,1.682342519312618,0.030200382839852047,1.6895251585040785,0.03220854559288999,1.645080237226535
F11,SimmulatedAnneling,1.7055272692932069,1.5333841278072244,1.6419030422354777,0.09574463729431848,1.6260895231289598,0.060678437870561666,1.5333841278072244
F11,IteratedLocalSearchWithRandomRestarts,1.830274695551551,1.6577344138863699,1.7702819102722587,0.07071892938322688,1.75270485470889,0.05752691705823955,1.6577344138863699
